,stockNumber,year,make,model,body,trim,features,exteriorColor,vehicleSize,types
4764,21518027,2019,Jeep,Cherokee,4D Sport Utility,Latitude Plus,"['Air Conditioning', 'Automatic Transmission', 'Power Seat(s)', 'Traction Control', 'Rear Defroster', '4WD/AWD', 'AM/FM Stereo', 'Overhead Airbags', 'Smart Key', 'Leatherette & Cloth', 'Power Windows', 'ABS Brakes', 'Cruise Control', 'Alloy Wheels', 'Side Airbags', 'Bluetooth Technology', 'Satellite Radio Ready', 'Power Mirrors', 'Apple CarPlay', 'Android Auto', 'Rear View Camera', 'Auxiliary Audio Input', 'Power Locks', 'SiriusXM Trial Available']",Black,Mid-size,['Sport Utilities']
4765,21480195,2021,Jeep,Cherokee,4D Sport Utility,80th Anniversary,"['Panoramic Sunroof', 'Power Locks', 'Air Conditioning', 'Cruise Control', 'Auxiliary Audio Input', 'ABS Brakes', 'Power Mirrors', 'Alloy Wheels', 'Traction Control', 'Side Airbags', 'Power Hatch/Deck Lid', 'Overhead Airbags', '4WD/AWD', 'Automatic Transmission', 'Satellite Radio Ready', 'Heated Steering Wheel', 'Rear Defroster', 'Leather Seats', 'AM/FM Stereo', 'Smart Key', 'Bluetooth Technology', 'Parking Sensors', 'Remote Start', 'Blind Spot Monitor', 'Lane Departure Warning', 'Apple CarPlay', 'Android Auto', 'Comfort Package', 'Front Seat Heaters', 'Power Windows', 'Rear View Camera', 'Power Seat(s)', 'SiriusXM Trial Available', 'Sunroof(s)']",Gray,Mid-size,['Sport Utilities']
4766,21587379,2019,Honda,HR-V,4D Sport Utility,LX,"['Power Windows', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Power Locks', 'Rear Defroster', 'Cruise Control', 'Air Conditioning', 'ABS Brakes', 'Power Mirrors', 'Automatic Transmission', 'Bluetooth Technology', 'Cloth Seats', 'Side Airbags', 'Traction Control', 'Rear View Camera', 'Overhead Airbags', 'Alloy Wheels']",Black,,"['Sport Utilities', 'Wagons']"
4767,21393276,2019,Ford,Escape,4D Sport Utility,SEL,"['Power Seat(s)', 'Front Seat Heaters', 'Turbo Charged Engine', 'Power Hatch/Deck Lid', 'ABS Brakes', 'Rear Defroster', 'AM/FM Stereo', 'Sync System', 'Overhead Airbags', 'Side Airbags', 'Rear View Camera', 'Smart Key', 'Bluetooth Technology', 'Apple CarPlay', '4WD/AWD', 'Android Auto', 'Remote Start', 'Power Mirrors', 'Air Conditioning', 'Parking Sensors', 'Cruise Control', 'Power Windows', 'Auxiliary Audio Input', 'Automatic Transmission', 'Full Roof Rack', 'Power Locks', 'Traction Control', 'Alloy Wheels', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Leatherette Seats']",Blue,Compact,"['Crossovers', 'Sport Utilities']"
4768,21546783,2018,Jeep,Compass,4D Sport Utility,Sport,"['Cruise Control', 'Cloth Seats', '4WD/AWD', 'Power Mirrors', 'ABS Brakes', 'Alloy Wheels', 'Cold Weather Package', 'Side Airbags', 'Front Seat Heaters', 'Remote Start', 'Android Auto', 'Apple CarPlay', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Rear View Camera', 'Automatic Transmission', 'Air Conditioning', 'Power Locks', 'Power Windows', 'Heated Steering Wheel', 'Bluetooth Technology', 'Overhead Airbags', 'Traction Control', 'Rear Defroster']",Gray,Compact,"['Crossovers', 'Sport Utilities']"
4769,21462763,2019,Ford,Ranger,4D Crew Cab,XLT,"['Power Windows', 'Air Conditioning', 'Power Locks', 'Rear Defroster', 'ABS Brakes', 'Cruise Control', 'Auxiliary Audio Input', 'Alloy Wheels', 'Rear View Camera', 'AM/FM Stereo', 'Sync System', 'Remote Start', 'Apple CarPlay', 'Sport Package', 'Side Airbags', 'Traction Control', 'Tow Hitch', 'Power Seat(s)', 'Overhead Airbags', 'Bed Liner', 'Parking Sensors', 'Turbo Charged Engine', 'Automatic Transmission', 'Lane Departure Warning', 'Satellite Radio Ready', 'Bluetooth Technology', 'Cloth Seats', 'Android Auto', 'Power Mirrors', 'Front Seat Heaters', 'Blind Spot Monitor', 'SiriusXM Trial Available']",Blue,Compact,['Pickup Trucks']
4770,21483197,2015,Lexus,ES 350,4D Sedan,,"['Cruise Control', 'Auxiliary Audio Input', 'CD Audio', 'Power Locks', 'Alloy Wheels', 'Side Airbags', 'Power Mirrors', 'Rear Defroster', 'Power Windows', 'AM/FM Stereo', 'Sunroof(s)', 'Air Conditioning', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Bluetooth Technology', 'Satellite Radio Ready', 'Traction Control', 'ABS Brakes', 'Power Seat(s)', 'Automatic Transmission', 'SiriusXM Trial Available', 'Luxury Package', 'Leather Seats']",Silver,Mid-size,"['Luxury Vehicles', 'Sedans']"
4771,21326398,2017,Mazda,Mazda6,4D Sedan,I Touring,"['Rear Defroster', 'Automatic Transmission', 'ABS Brakes', 'AM/FM Stereo', 'Cruise Control', 'Air Conditioning', 'Power Locks', 'Overhead Airbags', 'Smart Key', 'Blind Spot Monitor', 'Traction Control', 'Leatherette Seats', 'Side Airbags', 'Alloy Wheels', 'Navigation System', 'Power Seat(s)', 'Rear View Camera', 'Bluetooth Technology', 'Power Windows', 'Auxiliary Audio Input', 'Power Mirrors', 'Front Seat Heaters']",Blue,Mid-size,['Sedans']
4772,21550316,2017,Mitsubishi,Outlander,4D Sport Utility,GT,"['Sunroof(s)', 'Power Locks', 'Third Row Seat', 'CD Audio', 'Cruise Control', 'Power Windows', 'Rear View Camera', 'Smart Key', 'Satellite Radio Ready', 'Auxiliary Audio Input', 'Automatic Transmission', 'ABS Brakes', 'Apple CarPlay', 'Power Hatch/Deck Lid', 'Overhead Airbags', 'Fold-Away Third Row', 'Alloy Wheels', 'Power Mirrors', 'Rear Defroster', 'Leather Seats', 'Traction Control', 'Air Conditioning', 'Front Seat Heaters', 'Android Auto', 'Lane Departure Warning', '4WD/AWD', 'Power Seat(s)', 'Bluetooth Technology', 'Blind Spot Monitor', 'Side Airbags', 'AM/FM Stereo', 'SiriusXM Trial Available', 'Premium Sound']",Black,Mid-size,"['Crossovers', 'Sport Utilities']"
4773,20975406,2014,Honda,Civic,4D Sedan,LX,"['AM/FM Stereo', 'Power Locks', 'CD Audio', 'Power Windows', 'Automatic Transmission', 'Rear Defroster', 'Cloth Seats', 'Power Mirrors', 'Bluetooth Technology', 'Cruise Control', 'Traction Control', 'Air Conditioning', 'ABS Brakes', 'Rear View Camera', 'Side Airbags', 'Overhead Airbags', 'Auxiliary Audio Input']",Red,Compact,['Sedans']
4774,20608414,2017,Ford,Edge,4D Sport Utility,Titanium,"['Power Windows', 'Panoramic Sunroof', 'Air Conditioning', 'Power Locks', 'Auxiliary Audio Input', 'Rear View Camera', 'Sync System', 'Power Hatch/Deck Lid', 'Apple CarPlay', 'Power Mirrors', 'ABS Brakes', 'Leather Seats', '4WD/AWD', 'CD Audio', 'Memory Seat(s)', 'Overhead Airbags', 'Bluetooth Technology', 'Cruise Control', 'Alloy Wheels', 'Traction Control', 'Rear Defroster', 'Side Airbags', 'Power Seat(s)', 'AM/FM Stereo', 'Front Seat Heaters', 'Automatic Transmission', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Heated Steering Wheel', 'Smart Key', 'Android Auto', 'Blind Spot Monitor', 'Cold Weather Package', 'A/C Seat(s)', 'Technology Package', 'Remote Start', 'Navigation System', 'Rear Seat Heaters', 'Parking Sensors', 'Tow Hitch', 'Premium Sound', 'Sunroof(s)']",Silver,Mid-size,"['Crossovers', 'Sport Utilities']"
4775,20953171,2015,Ford,Explorer,4D Sport Utility,XLT,"['Power Windows', 'AM/FM Stereo', 'CD Audio', 'Auxiliary Audio Input', 'Cruise Control', 'Rear Air Conditioning', 'Power Mirrors', 'Power Seat(s)', 'Navigation System', 'Leather Seats', 'Parking Sensors', 'Air Conditioning', 'Bluetooth Technology', 'Power Hatch/Deck Lid', 'Sync System', 'Traction Control', 'Side Airbags', 'Overhead Airbags', 'Automatic Transmission', 'Fold-Away Third Row', 'Rear Defroster', 'Remote Start', 'Third Row Seat', 'Power Locks', 'Front Seat Heaters', 'Satellite Radio Ready', 'ABS Brakes', '4WD/AWD', 'Blind Spot Monitor', 'Alloy Wheels', '20 Inch Plus Wheels', 'Rear View Camera', 'SiriusXM Trial Available']",Gray,Mid-size,['Sport Utilities']
4776,21016392,2019,Honda,CR-V,4D Sport Utility,EX,"['Power Locks', 'Sunroof(s)', 'Power Windows', 'Automated Cruise Control', 'Air Conditioning', '4WD/AWD', 'Automatic Transmission', 'Tow Hitch', 'Power Mirrors', 'Bluetooth Technology', 'ABS Brakes', 'Traction Control', 'Apple CarPlay', 'Satellite Radio Ready', 'Power Seat(s)', 'Rear View Camera', 'Side Airbags', 'Turbo Charged Engine', 'Android Auto', 'Alloy Wheels', 'Overhead Airbags', 'Remote Start', 'Blind Spot Monitor', 'Smart Key', 'Lane Departure Warning', 'Cloth Seats', 'Front Seat Heaters', 'Rear Defroster', 'AM/FM Stereo', 'Auxiliary Audio Input', 'SiriusXM Trial Available']",White,Compact,"['Crossovers', 'Sport Utilities']"
4777,21555670,2019,Toyota,Camry,4D Sedan,XSE,"['CD Audio', 'Air Conditioning', 'Auxiliary Audio Input', 'Automatic Transmission', 'Front Seat Heaters', 'Traction Control', 'Navigation System', 'Power Seat(s)', 'Driver Assistance Package', 'Satellite Radio Ready', 'Alloy Wheels', 'Side Airbags', 'Entune', 'Rear View Camera', 'Apple CarPlay', 'Blind Spot Monitor', 'Overhead Airbags', 'Lane Departure Warning', 'Automated Cruise Control', 'Rear Spoiler', 'Rear Defroster', 'AM/FM Stereo', 'Power Locks', 'Bluetooth Technology', 'Panoramic Sunroof', 'Power Mirrors', 'ABS Brakes', 'Leather Seats', 'Power Windows', 'Smart Key', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",White,Mid-size,['Sedans']
4778,21402010,2019,Jeep,Grand Cherokee,4D Sport Utility,Limited X,"['Panoramic Sunroof', 'Power Locks', 'Air Conditioning', '20 Inch Plus Wheels', 'Power Hatch/Deck Lid', 'AM/FM Stereo', 'Navigation System', 'Front Seat Heaters', 'Cruise Control', 'Power Windows', 'Alloy Wheels', 'Rear View Camera', 'Blind Spot Monitor', 'Automatic Transmission', 'Traction Control', 'ABS Brakes', 'Parking Sensors', 'Memory Seat(s)', 'Power Mirrors', 'Remote Start', 'Smart Key', 'Android Auto', 'Apple CarPlay', 'Auxiliary Audio Input', 'Side Airbags', 'Leather Seats', '4WD/AWD', 'Overhead Airbags', 'Power Seat(s)', 'Bluetooth Technology', 'Heated Steering Wheel', 'Satellite Radio Ready', 'Rear Defroster', 'SiriusXM Trial Available', 'Sunroof(s)']",Black,Mid-size,['Sport Utilities']
4779,21276827,2018,Nissan,Titan XD,4D Crew Cab,S,"['Auxiliary Audio Input', '4WD/AWD', 'Power Windows', 'Tow Hitch', 'Overhead Airbags', 'CD Audio', 'Cruise Control', 'Traction Control', 'Air Conditioning', 'Power Locks', 'AM/FM Stereo', 'Bed Liner', 'Automatic Transmission', 'Bluetooth Technology', 'Rear View Camera', 'Side Airbags', 'ABS Brakes', 'Cloth Seats']",Silver,,['Pickup Trucks']
4780,21358211,2020,Toyota,Camry,4D Sedan,XSE,"['Power Locks', 'Power Windows', 'Auxiliary Audio Input', 'Automatic Transmission', 'AM/FM Stereo', 'CD Audio', 'Overhead Airbags', 'Lane Departure Warning', 'Blind Spot Monitor', 'Power Mirrors', 'Android Auto', 'ABS Brakes', 'Smart Key', 'Power Seat(s)', 'Automated Cruise Control', 'Remote Start', 'Air Conditioning', 'Bluetooth Technology', 'Alloy Wheels', 'Traction Control', 'Satellite Radio Ready', 'Side Airbags', 'Rear View Camera', 'Leather Seats', 'Front Seat Heaters', 'Apple CarPlay', 'Rear Spoiler', 'Rear Defroster', 'SiriusXM Trial Available']",White,Mid-size,['Sedans']
4781,21234412,2020,Ford,Mustang,2D Coupe,Ecoboost,"['Power Locks', 'ABS Brakes', 'Automatic Transmission', 'Cruise Control', 'Power Windows', 'Rear View Camera', 'Power Mirrors', 'Traction Control', 'Overhead Airbags', 'Side Airbags', 'Cloth Seats', 'Sync System', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'Air Conditioning', 'Bluetooth Technology', 'Rear Defroster', 'Smart Key', 'Alloy Wheels', 'Turbo Charged Engine', 'AM/FM Stereo']",Silver,Mid-size,"['Coupes', 'Sports Cars']"
4782,21457756,2019,Toyota,RAV4,4D Sport Utility,LE,"['Power Locks', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Power Windows', 'ABS Brakes', 'Air Conditioning', 'Automatic Transmission', 'Power Mirrors', 'Rear View Camera', 'Bluetooth Technology', 'Cloth Seats', 'Automated Cruise Control', 'Apple CarPlay', 'Overhead Airbags', 'Side Airbags', 'Entune', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Defroster', 'Traction Control', '4WD/AWD']",Gray,Compact,"['Crossovers', 'Sport Utilities']"
4783,21573237,2017,Mercedes-Benz,GLE350,4D Sport Utility,,"['Auxiliary Audio Input', 'Air Conditioning', 'Power Windows', 'Cruise Control', 'Memory Seat(s)', 'Automatic Transmission', 'Overhead Airbags', 'ABS Brakes', '20 Inch Plus Wheels', 'Traction Control', 'Front Seat Heaters', 'Side Airbags', 'Power Mirrors', 'Alloy Wheels', 'Rear Defroster', 'Leatherette Seats', 'AM/FM Stereo', 'Premium Package', 'Smart Key', 'Satellite Radio Ready', 'Running Boards', 'Navigation System', 'Lane Departure Warning', 'Bluetooth Technology', 'Power Hatch/Deck Lid', 'Power Seat(s)', 'Tow Hitch', 'Blind Spot Monitor', 'Power Locks', 'Rear View Camera', 'Parking Sensors', 'CD Audio', 'Sunroof(s)', 'SiriusXM Trial Available', 'Premium Sound']",Gray,Full-size,"['Luxury Vehicles', 'Sport Utilities']"
4784,21028406,2013,Toyota,Sienna,4D Pass Van,XLE,"['Power Locks', 'Sunroof(s)', 'Power Windows', 'AM/FM Stereo', 'Quad Seats', 'Fold-Away Third Row', 'Power Mirrors', 'Full Roof Rack', 'Automatic Transmission', 'DVD Video System', 'Leather Seats', 'Side Airbags', 'Alloy Wheels', 'Power Hatch/Deck Lid', 'Bluetooth Technology', 'Traction Control', 'Cruise Control', 'Rear Sunshade', 'Air Conditioning', 'Power Seat(s)', 'Rear Air Conditioning', 'ABS Brakes', 'Auxiliary Audio Input', 'Navigation System', 'Rear View Camera', 'Parking Sensors', 'CD Audio', 'Power Sliding Door(s)', 'Rear Defroster', 'Satellite Radio Ready', 'Third Row Seat', 'Overhead Airbags', 'Front Seat Heaters']",Gray,Mid-size,['Minivans and Vans']
4785,21495203,2018,Ram,1500,2D Regular Cab,Tradesman,"['Power Windows', 'AM/FM Stereo', 'Automatic Transmission', 'Power Mirrors', 'Alloy Wheels', 'Auxiliary Audio Input', 'Side Airbags', 'Air Conditioning', 'Rear View Camera', 'Cloth Seats', 'Bluetooth Technology', 'Traction Control', 'Bed Liner', 'Tow Hitch', 'Overhead Airbags', 'ABS Brakes', 'Satellite Radio Ready', 'Bed Cover', 'Cruise Control', 'Power Locks', 'SiriusXM Trial Available']",White,,['Pickup Trucks']
4786,21553760,2018,Honda,Accord,4D Sedan,EX-L,"['Rear View Camera', 'Blind Spot Monitor', 'Front Seat Heaters', 'Traction Control', 'Memory Seat(s)', 'Satellite Radio Ready', 'Side Airbags', 'Sunroof(s)', 'Lane Departure Warning', 'Leather Seats', 'Smart Key', 'AM/FM Stereo', 'Rear Defroster', 'Navigation System', 'Power Locks', 'Automatic Transmission', 'ABS Brakes', 'Power Windows', 'Air Conditioning', 'Turbo Charged Engine', 'Power Mirrors', 'Bluetooth Technology', 'Apple CarPlay', 'Remote Start', 'Overhead Airbags', 'Alloy Wheels', 'Power Seat(s)', 'Auxiliary Audio Input', 'Automated Cruise Control', 'Android Auto', 'SiriusXM Trial Available']",Black,Mid-size,['Sedans']
4787,21405872,2016,Audi,Q5,4D Sport Utility,Premium Plus,"['SiriusXM Trial Available', 'Power Mirrors', 'Front Seat Heaters', 'Power Seat(s)', 'Power Locks', 'Power Windows', 'Satellite Radio Ready', 'CD Audio', 'Automatic Transmission', 'Air Conditioning', 'Smart Key', 'ABS Brakes', 'AM/FM Stereo', 'Side Airbags', 'Leather Seats', 'Blind Spot Monitor', 'Rear View Camera', 'Auxiliary Audio Input', 'Navigation System', 'Cruise Control', 'Power Hatch/Deck Lid', 'Bluetooth Technology', 'Parking Sensors', '4WD/AWD', 'Overhead Airbags', 'Turbo Charged Engine', 'Traction Control', 'Rear Defroster', 'Alloy Wheels', 'Panoramic Sunroof', 'Memory Seat(s)', 'Sunroof(s)']",Black,Mid-size,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
4788,21711335,2016,Toyota,RAV4,4D Sport Utility,XLE,"['Power Locks', 'Power Windows', 'Sunroof(s)', 'CD Audio', 'AM/FM Stereo', 'Power Hatch/Deck Lid', 'Overhead Airbags', 'Side Airbags', 'Power Mirrors', 'Rear View Camera', 'Traction Control', 'Automatic Transmission', 'Bluetooth Technology', 'Convenience Package', 'Alloy Wheels', 'ABS Brakes', 'Auxiliary Audio Input', 'Cruise Control', 'Air Conditioning', 'Entune', 'Satellite Radio Ready', 'Rear Defroster', 'Cloth Seats', 'SiriusXM Trial Available', '4WD/AWD']",Black,Compact,"['Crossovers', 'Sport Utilities']"
4789,21226899,2016,Nissan,Titan XD,4D Crew Cab,SV,"['Auxiliary Audio Input', 'Power Locks', 'Cloth Seats', 'Bed Liner', 'ABS Brakes', '20 Inch Plus Wheels', 'AM/FM Stereo', 'Traction Control', 'Running Boards', 'Cruise Control', 'Side Airbags', 'Satellite Radio Ready', 'Turbo Diesel Engine', 'Rear Defroster', 'Power Mirrors', 'Tow Hitch', 'Power Seat(s)', 'Smart Key', 'Air Conditioning', 'Bluetooth Technology', 'Overhead Airbags', 'Rear View Camera', 'Automatic Transmission', 'Gooseneck Tow Hitch', 'Parking Sensors', 'Alloy Wheels', 'Power Windows', 'Front Seat Heaters', 'CD Audio', 'Navigation System', 'SiriusXM Trial Available']",Red,,"['Diesel Engines', 'Pickup Trucks']"
4790,21690766,2017,Kia,Sorento,4D Sport Utility,LX,"['Alloy Wheels', 'Rear Defroster', 'ABS Brakes', 'Cruise Control', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Power Mirrors', 'Air Conditioning', 'Side Airbags', 'Satellite Radio Ready', 'Overhead Airbags', 'Leather Seats', 'Automatic Transmission', 'Rear View Camera', 'CD Audio', 'Bluetooth Technology', 'Power Locks', 'SiriusXM Trial Available', 'Power Windows', 'Tow Hitch', 'Traction Control']",Black,Mid-size,"['Crossovers', 'Sport Utilities']"
4791,21148766,2018,Honda,Accord,4D Sedan,EX-L,"['Air Conditioning', 'Power Locks', 'Front Seat Heaters', 'Android Auto', 'Auxiliary Audio Input', 'Power Mirrors', 'Remote Start', 'Rear Defroster', 'Automatic Transmission', 'Blind Spot Monitor', 'Satellite Radio Ready', 'Sunroof(s)', 'Bluetooth Technology', 'Smart Key', 'Apple CarPlay', 'Lane Departure Warning', 'Memory Seat(s)', 'Overhead Airbags', 'Power Windows', 'Side Airbags', 'Automated Cruise Control', 'Leather Seats', 'Power Seat(s)', 'Turbo Charged Engine', 'ABS Brakes', 'AM/FM Stereo', 'Alloy Wheels', 'Rear View Camera', 'Navigation System', 'Traction Control', 'SiriusXM Trial Available']",White,Mid-size,['Sedans']
4792,21579993,2016,Ford,Explorer,4D Sport Utility,XLT,"['Power Windows', 'Cruise Control', 'Rear Defroster', 'Power Seat(s)', 'ABS Brakes', 'Cloth Seats', 'Navigation System', 'Tow Hitch', 'Power Locks', 'Fold-Away Third Row', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'Side Airbags', 'Overhead Airbags', 'Power Mirrors', 'Third Row Seat', 'Rear View Camera', 'CD Audio', 'Automatic Transmission', 'Smart Key', 'Air Conditioning', 'AM/FM Stereo', 'Sync System', 'Remote Start', 'Front Seat Heaters', 'Parking Sensors', 'Full Roof Rack', 'Alloy Wheels', 'Rear Air Conditioning', 'Turbo Charged Engine', 'Traction Control', 'Bluetooth Technology', '4WD/AWD', 'SiriusXM Trial Available', 'Blind Spot Monitor']",Green,Mid-size,['Sport Utilities']
4793,21425540,2017,Chrysler,Pacifica,4D Pass Van,Touring L,"['Power Windows', 'Rear Defroster', 'Automatic Transmission', 'Fold-Away Third Row', 'Front Seat Heaters', 'Auxiliary Audio Input', 'Cruise Control', 'Power Mirrors', 'ABS Brakes', 'Power Sliding Door(s)', 'Alloy Wheels', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Leather Seats', 'Side Airbags', 'Power Seat(s)', 'Fold-Away Middle Row', 'Bluetooth Technology', 'Rear Air Conditioning', 'Blind Spot Monitor', 'Traction Control', 'Power Hatch/Deck Lid', 'Remote Start', 'Rear View Camera', 'Parking Sensors', 'AM/FM Stereo', 'Satellite Radio Ready', 'Air Conditioning', 'Third Row Seat', 'Full Roof Rack', 'SiriusXM Trial Available', 'Rear Sunshade', 'Quad Seats']",Brown,Mid-size,['Minivans and Vans']
4794,21480222,2019,Jeep,Cherokee,4D Sport Utility,Latitude Plus,"['Power Windows', 'Panoramic Sunroof', 'Auxiliary Audio Input', 'Air Conditioning', 'Rear Defroster', 'Front Seat Heaters', 'Power Mirrors', 'Automatic Transmission', 'Power Locks', 'Power Seat(s)', 'Cruise Control', 'AM/FM Stereo', 'Traction Control', 'Power Hatch/Deck Lid', 'Satellite Radio Ready', 'Cold Weather Package', 'Comfort Package', 'Heated Steering Wheel', 'Apple CarPlay', 'Side Airbags', 'Overhead Airbags', 'Remote Start', 'Rear View Camera', 'Parking Sensors', 'Bluetooth Technology', 'Leatherette & Cloth', 'Blind Spot Monitor', 'Smart Key', 'Alloy Wheels', '4WD/AWD', 'ABS Brakes', 'SiriusXM Trial Available', 'Android Auto', 'Sunroof(s)']",Black,Mid-size,['Sport Utilities']
4795,20997820,2015,Nissan,Altima,4D Sedan,S,"['Power Locks', 'AM/FM Stereo', 'CD Audio', 'Power Windows', 'ABS Brakes', 'Air Conditioning', 'Traction Control', 'Power Mirrors', 'Cloth Seats', 'Overhead Airbags', 'Smart Key', 'Side Airbags', 'Bluetooth Technology', 'Auxiliary Audio Input', 'Rear Defroster', 'Automatic Transmission', 'Cruise Control', 'Power Seat(s)']",Gray,Mid-size,['Sedans']
4796,21494019,2020,Ford,F150,4D Crew Cab,XLT,"['Power Locks', 'Air Conditioning', 'Cruise Control', 'Power Mirrors', '20 Inch Plus Wheels', 'Front Seat Heaters', 'Power Windows', 'Traction Control', 'Tow Hitch', 'Rear View Camera', 'Parking Sensors', 'Turbo Charged Engine', 'Bed Liner', 'Satellite Radio Ready', 'Cloth Seats', 'Overhead Airbags', 'Smart Key', 'Alloy Wheels', 'AM/FM Stereo', 'Bluetooth Technology', 'Android Auto', 'Rear Defroster', '4WD/AWD', 'Running Boards', 'Navigation System', 'Sync System', 'Auxiliary Audio Input', 'Apple CarPlay', 'Blind Spot Monitor', 'Side Airbags', 'Automatic Transmission', 'Power Seat(s)', 'ABS Brakes', 'SiriusXM Trial Available']",Red,Full-size,['Pickup Trucks']
4797,21223088,2016,Ford,Fiesta,4D Hatchback,ST,"['Power Windows', 'AM/FM Stereo', 'Power Locks', 'Cruise Control', 'Auxiliary Audio Input', 'Rear Defroster', 'CD Audio', 'Air Conditioning', 'Manual Transmission', 'Overhead Airbags', 'Side Airbags', 'Turbo Charged Engine', 'Alloy Wheels', 'Rear View Camera', 'Traction Control', 'Rear Spoiler', 'Cloth Seats', 'ABS Brakes', 'Power Mirrors', 'SiriusXM Trial Available', 'Sync System', 'Bluetooth Technology', 'Premium Sound']",Black,Compact,['Sedans']
4798,21203073,2014,Toyota,RAV4,4D Sport Utility,LE,"['AM/FM Stereo', 'ABS Brakes', 'Automatic Transmission', 'Rear Defroster', 'Traction Control', 'Bluetooth Technology', '4WD/AWD', 'Side Airbags', 'Overhead Airbags', 'Rear View Camera', 'Cruise Control', 'Auxiliary Audio Input', 'CD Audio', 'Power Windows', 'Power Locks', 'Power Mirrors', 'Cloth Seats', 'Air Conditioning']",Silver,Compact,"['Crossovers', 'Sport Utilities']"
4799,21583637,2016,Mazda,Mazda6,4D Sedan,I Touring,"['Sunroof(s)', 'CD Audio', 'Power Windows', 'Power Locks', 'Rear Defroster', 'Auxiliary Audio Input', 'Cruise Control', 'ABS Brakes', 'Automatic Transmission', 'Power Seat(s)', 'AM/FM Stereo', 'Navigation System', 'Traction Control', 'Power Mirrors', 'Leatherette Seats', 'Side Airbags', 'Overhead Airbags', 'Air Conditioning', 'Rear View Camera', 'Satellite Radio Ready', 'Bluetooth Technology', 'Blind Spot Monitor', 'Smart Key', 'Alloy Wheels', 'SiriusXM Trial Available', 'Premium Sound']",White,Mid-size,['Sedans']
4800,21733278,2017,Ford,Explorer,4D Sport Utility,XLT,"['Power Windows', 'CD Audio', 'Automatic Transmission', 'Air Conditioning', 'Satellite Radio Ready', 'Power Locks', 'Third Row Seat', 'ABS Brakes', 'Power Mirrors', 'Traction Control', 'Cloth Seats', 'Rear View Camera', 'Fold-Away Third Row', 'Rear Air Conditioning', 'Power Seat(s)', 'Smart Key', 'Side Airbags', 'Cruise Control', 'Overhead Airbags', 'Bluetooth Technology', 'Parking Sensors', 'Sync System', 'Alloy Wheels', 'Rear Defroster', 'AM/FM Stereo', 'Auxiliary Audio Input', 'SiriusXM Trial Available']",Gold,Mid-size,['Sport Utilities']
4801,21396507,2016,Kia,Sedona,4D Pass Ext Van,EX,"['Power Windows', 'Air Conditioning', 'CD Audio', 'Power Locks', 'Automatic Transmission', 'ABS Brakes', 'AM/FM Stereo', 'Front Seat Heaters', 'Power Seat(s)', 'Fold-Away Third Row', 'Rear Seat Heaters', 'Power Sliding Door(s)', 'Leather Seats', 'Traction Control', 'Satellite Radio Ready', 'Rear Defroster', 'Alloy Wheels', 'Power Mirrors', 'Rear View Camera', 'Smart Key', 'Rear Air Conditioning', 'Memory Seat(s)', 'Power Hatch/Deck Lid', 'Third Row Seat', 'Overhead Airbags', 'Bluetooth Technology', 'Auxiliary Audio Input', 'Blind Spot Monitor', 'Parking Sensors', 'Rear Sunshade', 'Side Airbags', 'Cruise Control', 'SiriusXM Trial Available']",Gray,Mid-size,['Minivans and Vans']
4802,21410707,2017,Infiniti,QX50,4D Sport Utility,,"['Power Locks', 'Sunroof(s)', 'CD Audio', 'Power Windows', 'Auxiliary Audio Input', 'Rear Defroster', 'Air Conditioning', 'AM/FM Stereo', 'Power Seat(s)', 'Smart Key', 'Traction Control', 'ABS Brakes', 'Leather Seats', 'Side Airbags', 'Memory Seat(s)', 'Automatic Transmission', 'Cruise Control', 'Rear View Camera', 'Bluetooth Technology', 'Alloy Wheels', 'Satellite Radio Ready', 'Overhead Airbags', 'Power Mirrors', 'Front Seat Heaters', 'SiriusXM Trial Available', 'Premium Package', 'Premium Sound']",Gray,Mid-size,"['Crossovers', 'Sport Utilities', 'Wagons']"
4803,21462323,2018,Jeep,Compass,4D Sport Utility,Trailhawk,"['Power Windows', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'Cruise Control', 'Rear View Camera', 'Side Airbags', 'Air Conditioning', 'Automatic Transmission', 'ABS Brakes', 'Remote Start', '4WD/AWD', 'Bluetooth Technology', 'Overhead Airbags', 'Smart Key', 'Power Locks', 'Android Auto', 'Alloy Wheels', 'Apple CarPlay', 'Power Mirrors', 'Traction Control', 'Rear Defroster', 'AM/FM Stereo', 'SiriusXM Trial Available', 'Heated Steering Wheel', 'Front Seat Heaters', 'Power Seat(s)', 'Leatherette & Cloth', 'Cold Weather Package']",Gray,Compact,"['Crossovers', 'Sport Utilities']"
