,stockNumber,year,make,model,body,trim,features,exteriorColor,vehicleSize,types
539,21470423,2021,Subaru,Forester,4D Sport Utility,Sport,"['Cloth Seats', 'Rear Defroster', 'CD Audio', 'Power Locks', 'Panoramic Sunroof', 'Front Seat Heaters', 'Automatic Transmission', 'Air Conditioning', 'ABS Brakes', 'Driver Assistance Package', 'Blind Spot Monitor', 'Smart Key', 'Traction Control', 'Automated Cruise Control', 'Power Seat(s)', 'Overhead Airbags', 'Apple CarPlay', 'Power Windows', 'Rear View Camera', 'Lane Departure Warning', 'Side Airbags', 'Power Mirrors', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Alloy Wheels', '4WD/AWD', 'Bluetooth Technology', 'SiriusXM Trial Available', 'Satellite Radio Ready', 'Power Hatch/Deck Lid', 'Premium Sound', 'Sunroof(s)']",Black,Mid-size,['Sport Utilities']
540,21342783,2020,Hyundai,Kona,4D Sport Utility,SEL,"['Power Windows', 'Power Locks', 'ABS Brakes', 'Bluetooth Technology', 'Rear View Camera', 'Air Conditioning', 'Android Auto', 'AM/FM Stereo', 'Power Mirrors', 'Rear Defroster', 'Apple CarPlay', 'Traction Control', 'Automatic Transmission', 'Satellite Radio Ready', 'Smart Key', 'Overhead Airbags', 'Blind Spot Monitor', 'Cruise Control', 'Auxiliary Audio Input', 'Lane Departure Warning', 'Front Seat Heaters', 'Alloy Wheels', 'Side Airbags', 'Cloth Seats', 'SiriusXM Trial Available']",Red,,"['Crossovers', 'Sport Utilities']"
541,21515012,2019,Honda,Pilot,4D Sport Utility,EX-L,"['Power Locks', 'Sunroof(s)', 'Power Windows', 'AM/FM Stereo', 'Air Conditioning', 'Rear Air Conditioning', 'Automated Cruise Control', 'Auxiliary Audio Input', 'Power Mirrors', 'Rear Defroster', 'ABS Brakes', 'Side Airbags', 'Traction Control', 'Memory Seat(s)', 'Leather Seats', 'Power Seat(s)', 'Front Seat Heaters', 'Alloy Wheels', 'Automatic Transmission', 'Third Row Seat', 'Rear Sunshade', 'Rear View Camera', 'Power Hatch/Deck Lid', 'Apple CarPlay', 'Bluetooth Technology', 'Remote Start', 'Lane Departure Warning', 'Smart Key', 'Android Auto', 'Blind Spot Monitor', 'Overhead Airbags', 'Satellite Radio Ready', 'Fold-Away Third Row', 'SiriusXM Trial Available']",White,Mid-size,"['Crossovers', 'Sport Utilities']"
542,21624611,2021,Subaru,Crosstrek,4D Sport Utility,Premium,"['CD Audio', 'AM/FM Stereo', 'Air Conditioning', 'Auxiliary Audio Input', 'Rear Defroster', 'Power Windows', 'Sunroof(s)', 'Automatic Transmission', 'ABS Brakes', 'Satellite Radio Ready', 'Side Airbags', 'Traction Control', 'Smart Key', 'Blind Spot Monitor', 'Front Seat Heaters', 'Apple CarPlay', 'Bluetooth Technology', 'Cloth Seats', 'Rear View Camera', 'Power Mirrors', 'Power Seat(s)', 'Alloy Wheels', 'Automated Cruise Control', 'Power Locks', '4WD/AWD', 'Overhead Airbags', 'SiriusXM Trial Available']",White,Compact,['Sport Utilities']
543,21625649,2018,Chevrolet,Volt,4D Hatchback,LT,"['Power Locks', 'AM/FM Stereo', 'ABS Brakes', 'Rear Defroster', 'Power Windows', 'Power Mirrors', 'Alloy Wheels', 'Cloth Seats', 'Cruise Control', 'Side Airbags', 'Smart Key', 'Apple CarPlay', 'Auxiliary Audio Input', 'Automatic Transmission', 'Remote Start', 'Overhead Airbags', 'Satellite Radio Ready', 'Traction Control', 'Air Conditioning', 'Rear View Camera', 'Android Auto', 'Bluetooth Technology', 'SiriusXM Trial Available']",Gray,Compact,"['Hybrids', 'Sedans']"
544,21252647,2012,Jeep,Wrangler,4D Sport Utility,Unlimited Sport,"['AM/FM Stereo', 'Running Boards', 'Alloy Wheels', 'Power Locks', 'ABS Brakes', 'Tow Hitch', 'Air Conditioning', 'Cloth Seats', 'Power Windows', '4WD/AWD', 'Bluetooth Technology', 'CD Audio', 'Automatic Transmission', 'Auxiliary Audio Input', 'Cruise Control', 'Hard Top', 'Traction Control', 'Rear Defroster', 'SiriusXM Trial Available']",Black,Compact,['Sport Utilities']
545,21625047,2020,Subaru,Impreza,4D Hatchback,,"['Power Windows', 'Bluetooth Technology', '4WD/AWD', 'Power Mirrors', 'Driver Assistance Package', 'Traction Control', 'Automatic Transmission', 'Rear Defroster', 'Rear View Camera', 'Overhead Airbags', 'Auxiliary Audio Input', 'Lane Departure Warning', 'Air Conditioning', 'Automated Cruise Control', 'Power Locks', 'Side Airbags', 'AM/FM Stereo', 'ABS Brakes', 'Cloth Seats']",Gray,Compact,['Wagons']
546,21703616,2016,Toyota,Camry,4D Sedan,LE,"['Power Windows', 'Air Conditioning', 'ABS Brakes', 'Cruise Control', 'CD Audio', 'Rear View Camera', 'Auxiliary Audio Input', 'Power Mirrors', 'Automatic Transmission', 'Power Seat(s)', 'Traction Control', 'Entune', 'Power Locks', 'Bluetooth Technology', 'Overhead Airbags', 'Rear Defroster', 'AM/FM Stereo', 'Side Airbags', 'Cloth Seats']",Blue,Mid-size,['Sedans']
547,21491341,2018,Kia,Stinger,4D Hatchback,Premium,"['Power Locks', 'Cruise Control', 'Rear Defroster', 'Front Seat Heaters', 'Turbo Charged Engine', 'Side Airbags', 'Satellite Radio Ready', 'Power Mirrors', 'ABS Brakes', 'Air Conditioning', 'Power Windows', 'Memory Seat(s)', 'Parking Sensors', 'Traction Control', 'Auxiliary Audio Input', 'Sunroof(s)', 'AM/FM Stereo', 'Navigation System', 'Smart Key', 'Bluetooth Technology', 'Apple CarPlay', 'Alloy Wheels', 'Overhead Airbags', 'Rear View Camera', 'Automatic Transmission', 'Leather Seats', 'Power Seat(s)', 'SiriusXM Trial Available', 'Android Auto', 'Premium Sound']",White,,['Sedans']
548,21491176,2016,Mazda,Mazda6,4D Sedan,I Touring,"['AM/FM Stereo', 'Power Windows', 'Power Locks', 'Cruise Control', 'Alloy Wheels', 'Power Mirrors', 'Power Seat(s)', 'ABS Brakes', 'Auxiliary Audio Input', 'Traction Control', 'Automatic Transmission', 'Overhead Airbags', 'Rear Defroster', 'Air Conditioning', 'Side Airbags', 'Leatherette Seats', 'Blind Spot Monitor', 'CD Audio', 'Smart Key', 'Rear View Camera']",Blue,Mid-size,['Sedans']
549,21470513,2018,Audi,Q3,4D Sport Utility,Premium Plus,"['Auxiliary Audio Input', 'Air Conditioning', 'Automatic Transmission', 'Panoramic Sunroof', 'Power Windows', 'Rear Defroster', 'Cruise Control', 'Rear View Camera', 'Blind Spot Monitor', 'Power Seat(s)', 'S-Line', 'Leather Seats', 'Traction Control', 'Smart Key', '4WD/AWD', 'ABS Brakes', 'Side Airbags', 'Power Hatch/Deck Lid', 'Bluetooth Technology', 'Front Seat Heaters', 'Turbo Charged Engine', 'AM/FM Stereo', 'Power Locks', 'Alloy Wheels', 'Overhead Airbags', 'Power Mirrors', 'Parking Sensors', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sunroof(s)']",Silver,,"['Sedans', 'Sport Utilities']"
550,21625331,2019,Lexus,GX 460,4D Sport Utility,Premium,"['Power Windows', 'Sunroof(s)', 'Auxiliary Audio Input', 'Power Locks', 'Air Conditioning', 'CD Audio', 'Memory Seat(s)', 'Front Seat Heaters', 'Leather Seats', 'Power Seat(s)', 'Rear Air Conditioning', 'ABS Brakes', 'AM/FM Stereo', 'Cruise Control', 'Third Row Seat', 'Automatic Transmission', 'Navigation System', 'Power Mirrors', 'Blind Spot Monitor', 'Side Airbags', 'A/C Seat(s)', 'Running Boards', 'Bluetooth Technology', 'Smart Key', 'Parking Sensors', 'Fold-Away Third Row', 'Alloy Wheels', 'Rear Seat Heaters', '4WD/AWD', 'Rear Defroster', 'Rear View Camera', 'Satellite Radio Ready', 'Traction Control', 'Overhead Airbags', 'SiriusXM Trial Available']",Silver,Mid-size,"['Luxury Vehicles', 'Sport Utilities']"
551,21703621,2020,Acura,RDX,4D Sport Utility,,"['Power Locks', 'Panoramic Sunroof', 'Power Windows', 'AM/FM Stereo', 'Satellite Radio Ready', 'Lane Departure Warning', 'Head Up Display', 'Heated Steering Wheel', 'Rear Seat Heaters', 'Smart Key', 'Side Airbags', 'Air Conditioning', 'A/C Seat(s)', 'Power Mirrors', 'Automatic Transmission', 'Android Auto', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Parking Sensors', 'Alloy Wheels', 'Navigation System', 'Rear Defroster', '4WD/AWD', 'Rear View Camera', 'Apple CarPlay', 'ABS Brakes', 'Turbo Charged Engine', 'Advance Package', 'Front Seat Heaters', 'Power Seat(s)', 'Leatherette Seats', 'Blind Spot Monitor', 'Power Hatch/Deck Lid', 'Overhead Airbags', 'Traction Control', 'Automated Cruise Control', 'Memory Seat(s)', 'SiriusXM Trial Available', 'Sunroof(s)']",White,Compact,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
552,21530334,2019,Ford,Ranger,4D Crew Cab,Lariat,"['Rear Defroster', 'Traction Control', 'ABS Brakes', 'Sync System', 'Power Locks', 'Air Conditioning', 'AM/FM Stereo', 'Power Mirrors', 'Power Seat(s)', 'Bed Liner', 'Blind Spot Monitor', 'Cruise Control', 'Automatic Transmission', 'Side Airbags', 'Satellite Radio Ready', 'Rear View Camera', 'Overhead Airbags', 'Turbo Charged Engine', 'Front Seat Heaters', 'Remote Start', 'Apple CarPlay', 'Power Windows', 'Leather Seats', 'Running Boards', 'Tow Hitch', 'Lane Departure Warning', '4WD/AWD', 'Alloy Wheels', 'Parking Sensors', 'Bluetooth Technology', 'Android Auto', 'Auxiliary Audio Input', 'SiriusXM Trial Available', 'Navigation System', 'Premium Sound']",Gray,Compact,['Pickup Trucks']
553,21470039,2017,Volkswagen,Beetle,2D Convertible,S,"['AM/FM Stereo', 'Auxiliary Audio Input', 'Power Locks', 'Cruise Control', 'Power Windows', 'Front Seat Heaters', 'Alloy Wheels', 'Bluetooth Technology', 'Turbo Charged Engine', 'Traction Control', 'ABS Brakes', 'Automatic Transmission', 'Soft Top', 'Rear Defroster', 'Rear Spoiler', 'Air Conditioning', 'CD Audio', 'Leatherette Seats', 'Side Airbags', 'Power Mirrors', 'Rear View Camera']",Gray,Compact,"['Convertibles', 'Coupes']"
554,21470232,2018,Ford,Edge,4D Sport Utility,SEL,"['Cruise Control', 'Cloth Seats', 'Alloy Wheels', 'ABS Brakes', 'Power Mirrors', 'Power Locks', 'Turbo Charged Engine', 'Traction Control', 'Overhead Airbags', 'Auxiliary Audio Input', 'Automatic Transmission', 'Power Seat(s)', 'AM/FM Stereo', 'Rear View Camera', 'Side Airbags', 'Rear Defroster', 'Air Conditioning', 'Parking Sensors', 'Smart Key', 'Sync System', 'Power Windows', 'CD Audio', 'SiriusXM Trial Available']",Silver,Mid-size,"['Crossovers', 'Sport Utilities']"
555,21530202,2017,Toyota,Camry,4D Sedan,XSE,"['Auxiliary Audio Input', 'Power Seat(s)', 'Satellite Radio Ready', 'Traction Control', 'Cruise Control', 'Overhead Airbags', 'Power Mirrors', 'Power Windows', 'Rear Spoiler', 'Air Conditioning', 'Rear Defroster', 'AM/FM Stereo', 'Front Seat Heaters', 'Bluetooth Technology', 'Automatic Transmission', 'ABS Brakes', 'Power Locks', 'Leather Seats', 'Side Airbags', 'Entune', 'CD Audio', 'Rear View Camera', 'Alloy Wheels', 'SiriusXM Trial Available', 'Premium Sound']",Gray,Mid-size,['Sedans']
556,21345281,2011,Chevrolet,Express 3500,3D Pass Van,LT,"['Auxiliary Audio Input', 'Air Conditioning', 'Rear Air Conditioning', 'Cloth Seats', 'ABS Brakes', 'Cruise Control', 'Tow Hitch', 'Alloy Wheels', 'Power Seat(s)', 'Satellite Radio Ready', 'Third Row Seat', 'AM/FM Stereo', 'Overhead Airbags', 'Power Windows', 'Power Mirrors', 'Running Boards', 'Power Locks', 'Automatic Transmission', 'Traction Control', 'Barn Doors', 'CD Audio']",White,Full-size,['Minivans and Vans']
557,21624436,2018,Ford,Fusion Energi,4D Sedan,SE,"['Air Conditioning', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Power Seat(s)', 'Automatic Transmission', 'Power Locks', 'Rear Defroster', 'Memory Seat(s)', 'Leather Seats', 'Power Mirrors', 'CD Audio', 'Rear View Camera', 'Luxury Package', 'Alloy Wheels', 'Side Airbags', 'Power Windows', 'Cruise Control', 'Apple CarPlay', 'Remote Start', 'Android Auto', 'Sync System', 'Front Seat Heaters', 'Bluetooth Technology', 'ABS Brakes', 'Satellite Radio Ready', 'Traction Control', 'Parking Sensors', 'Overhead Airbags', 'Smart Key', 'SiriusXM Trial Available']",White,Mid-size,"['Hybrids', 'Sedans']"
558,21609503,2016,Nissan,Frontier,4D Extended Cab,SV,"['ABS Brakes', 'Automatic Transmission', 'Air Conditioning', 'Auxiliary Audio Input', 'Cloth Seats', 'Cruise Control', 'Side Airbags', 'Bed Liner', 'Alloy Wheels', 'Traction Control', 'Power Windows', 'Satellite Radio Ready', 'Tow Hitch', 'Rear View Camera', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'CD Audio', 'Front Seat Heaters', 'AM/FM Stereo', 'Overhead Airbags', 'Bluetooth Technology', 'SiriusXM Trial Available']",White,Compact,['Pickup Trucks']
559,21625256,2018,Toyota,Camry,4D Sedan,SE,"['Alloy Wheels', 'Traction Control', 'Power Mirrors', 'Blind Spot Monitor', 'ABS Brakes', 'Rear Defroster', 'Smart Key', 'Entune', 'Automatic Transmission', 'Lane Departure Warning', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Power Windows', 'Leatherette & Cloth', 'Automated Cruise Control', 'Power Seat(s)', 'Air Conditioning', 'Overhead Airbags', 'Side Airbags', 'Rear View Camera', 'Rear Spoiler', 'Power Locks']",Gray,Mid-size,['Sedans']
560,21514823,2017,Lexus,NX 200t,4D Sport Utility,,"['CD Audio', 'Automatic Transmission', 'ABS Brakes', 'Leatherette Seats', 'Premium Package', 'Rear View Camera', 'Overhead Airbags', 'Bluetooth Technology', 'Power Windows', 'Cruise Control', 'Auxiliary Audio Input', 'Front Seat Heaters', 'Air Conditioning', 'Smart Key', 'Power Hatch/Deck Lid', 'Power Seat(s)', 'Turbo Charged Engine', 'Power Locks', 'Side Airbags', 'Alloy Wheels', 'Rear Defroster', 'Traction Control', 'AM/FM Stereo', 'Satellite Radio Ready', 'Power Mirrors', 'SiriusXM Trial Available']",Silver,,['Sport Utilities']
561,21703404,2017,Nissan,Sentra,4D Sedan,SV,"['Power Windows', 'CD Audio', 'AM/FM Stereo', 'Smart Key', 'Side Airbags', 'Overhead Airbags', 'Air Conditioning', 'Power Mirrors', 'Rear View Camera', 'Traction Control', 'ABS Brakes', 'Bluetooth Technology', 'Cruise Control', 'Automatic Transmission', 'Cloth Seats', 'Satellite Radio Ready', 'Auxiliary Audio Input', 'Power Locks', 'Rear Defroster']",Silver,Compact,['Sedans']
562,21558141,2019,Dodge,Charger,4D Sedan,R/T,"['Power Windows', 'Sunroof(s)', 'Rear Defroster', 'Cruise Control', 'CD Audio', 'Air Conditioning', 'Power Seat(s)', 'Cloth Seats', 'Rear View Camera', 'Traction Control', 'Apple CarPlay', 'Satellite Radio Ready', 'Power Mirrors', 'Power Locks', 'Overhead Airbags', 'Auxiliary Audio Input', 'Smart Key', '20 Inch Plus Wheels', 'Rear Spoiler', 'Android Auto', 'ABS Brakes', 'Remote Start', 'Cold Weather Package', 'Blind Spot Monitor', 'Bluetooth Technology', 'Alloy Wheels', 'Parking Sensors', 'Front Seat Heaters', 'AM/FM Stereo', 'Automatic Transmission', 'Side Airbags', 'SiriusXM Trial Available', 'Premium Sound']",Gray,Full-size,['Sedans']
563,21514671,2020,Honda,Odyssey,4D Pass Van,EX,"['AM/FM Stereo', 'Power Windows', 'Power Locks', 'Auxiliary Audio Input', 'Air Conditioning', 'Automatic Transmission', 'Automated Cruise Control', 'ABS Brakes', 'Rear Defroster', 'Power Seat(s)', 'Rear Air Conditioning', 'Quad Seats', 'Power Sliding Door(s)', 'Blind Spot Monitor', 'Lane Departure Warning', 'Traction Control', 'Side Airbags', 'Apple CarPlay', 'Bluetooth Technology', 'Satellite Radio Ready', 'Remote Start', 'Rear View Camera', 'Third Row Seat', 'Alloy Wheels', 'Rear Sunshade', 'Cloth Seats', 'Android Auto', 'Front Seat Heaters', 'Power Mirrors', 'Overhead Airbags', 'Fold-Away Third Row', 'Smart Key', 'SiriusXM Trial Available']",White,Mid-size,['Minivans and Vans']
564,21530495,2019,Volkswagen,Golf,4D Hatchback,S,"['Power Windows', 'Auxiliary Audio Input', 'Rear Defroster', 'Cloth Seats', 'Turbo Charged Engine', 'Power Locks', 'Android Auto', 'AM/FM Stereo', 'Air Conditioning', 'Alloy Wheels', 'Bluetooth Technology', 'Rear View Camera', 'ABS Brakes', 'Overhead Airbags', 'Apple CarPlay', 'Automatic Transmission', 'Blind Spot Monitor', 'Traction Control', 'Side Airbags', 'Cruise Control', 'Power Mirrors']",Black,Compact,['Sedans']
565,21688385,2017,Honda,Accord,4D Sedan,EX,"['AM/FM Stereo', 'Cloth Seats', 'ABS Brakes', 'Smart Key', 'Automatic Transmission', 'CD Audio', 'Overhead Airbags', 'Power Locks', 'Rear Defroster', 'Side Airbags', 'Sunroof(s)', 'Satellite Radio Ready', 'Auxiliary Audio Input', 'Remote Start', 'Apple CarPlay', 'Traction Control', 'Power Seat(s)', 'Android Auto', 'Alloy Wheels', 'Power Mirrors', 'Air Conditioning', 'Cruise Control', 'Power Windows', 'Bluetooth Technology', 'Rear View Camera', 'SiriusXM Trial Available']",White,Mid-size,['Sedans']
566,21688396,2020,Kia,Sportage,4D Sport Utility,LX,"['Power Locks', 'CD Audio', 'AM/FM Stereo', 'Rear Defroster', 'Power Windows', 'Automatic Transmission', 'Cruise Control', 'Air Conditioning', 'Auxiliary Audio Input', 'Traction Control', 'Power Mirrors', 'ABS Brakes', 'Cloth Seats', 'Alloy Wheels', 'Overhead Airbags', 'Apple CarPlay', 'Satellite Radio Ready', 'Rear View Camera', 'Bluetooth Technology', 'Android Auto', 'Side Airbags']",White,Compact,"['Crossovers', 'Sport Utilities']"
567,21514630,2017,BMW,X1,4D Sport Utility,XDrive28i,"['Power Locks', 'Panoramic Sunroof', 'Cruise Control', 'AM/FM Stereo', 'Memory Seat(s)', 'Power Mirrors', 'ABS Brakes', 'CD Audio', 'Traction Control', 'Air Conditioning', 'Overhead Airbags', 'Front Seat Heaters', 'Turbo Charged Engine', 'Smart Key', 'Power Seat(s)', 'Power Hatch/Deck Lid', 'Alloy Wheels', 'Run Flat Tires', 'Side Airbags', 'Leatherette Seats', 'Bluetooth Technology', 'Auxiliary Audio Input', 'Automatic Transmission', 'Rear Defroster', '4WD/AWD', 'Power Windows', 'SiriusXM Trial Available', 'Premium Package', 'Satellite Radio Ready', 'Sunroof(s)']",Black,Compact,"['Crossovers', 'Luxury Vehicles', 'Sedans', 'Sport Utilities']"
568,21577799,2017,Hyundai,Sonata,4D Sedan,Sport,"['Power Windows', 'Sunroof(s)', 'Automatic Transmission', 'Power Locks', 'ABS Brakes', 'CD Audio', 'AM/FM Stereo', 'Air Conditioning', 'Leather Seats', 'Power Mirrors', 'Overhead Airbags', 'Rear Defroster', 'Front Seat Heaters', 'Satellite Radio Ready', 'Android Auto', 'Auxiliary Audio Input', 'Cruise Control', 'Rear View Camera', 'Side Airbags', 'Traction Control', 'Alloy Wheels', 'Smart Key', 'Bluetooth Technology', 'Rear Spoiler', 'Power Seat(s)', 'Apple CarPlay', 'SiriusXM Trial Available']",Silver,Mid-size,['Sedans']
569,21624680,2016,Lexus,NX 200t,4D Sport Utility,F-Sport,"['Power Windows', 'Power Locks', 'Rear Defroster', 'Sunroof(s)', 'Air Conditioning', 'Cruise Control', 'Front Seat Heaters', 'ABS Brakes', 'Memory Seat(s)', 'Power Mirrors', 'Automatic Transmission', 'Satellite Radio Ready', 'Overhead Airbags', 'Premium Package', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Parking Sensors', 'Bluetooth Technology', 'Smart Key', 'Blind Spot Monitor', 'Leatherette Seats', 'CD Audio', 'Power Hatch/Deck Lid', 'Turbo Charged Engine', 'Comfort Package', 'Alloy Wheels', 'Navigation System', 'Power Seat(s)', 'Side Airbags', 'Traction Control', 'Rear View Camera', 'SiriusXM Trial Available']",White,,['Sport Utilities']
570,21197797,2012,Chevrolet,Cruze,4D Sedan,LT,"['Power Windows', 'Cruise Control', 'ABS Brakes', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'Manual Transmission', 'Side Airbags', 'Overhead Airbags', 'CD Audio', 'Rear Defroster', 'Turbo Charged Engine', 'Cloth Seats', 'Bluetooth Technology', 'Traction Control', 'AM/FM Stereo', 'Power Locks', 'Alloy Wheels', 'Power Mirrors', 'Air Conditioning', 'SiriusXM Trial Available']",Silver,Compact,['Sedans']
571,21530081,2016,Volkswagen,Passat,4D Sedan,SEL,"['Power Locks', 'CD Audio', 'Air Conditioning', 'ABS Brakes', 'AM/FM Stereo', 'Automatic Transmission', 'Power Mirrors', 'Alloy Wheels', 'Sunroof(s)', 'Leather Seats', 'Power Windows', 'Front Seat Heaters', 'Smart Key', 'Turbo Charged Engine', 'Overhead Airbags', 'Blind Spot Monitor', 'Power Seat(s)', 'Automated Cruise Control', 'Memory Seat(s)', 'Rear Defroster', 'Traction Control', 'Rear View Camera', 'Bluetooth Technology', 'Satellite Radio Ready', 'Side Airbags', 'Navigation System', 'Auxiliary Audio Input', 'SiriusXM Trial Available', 'Premium Sound']",Gray,Mid-size,['Sedans']
572,21624960,2018,Honda,Clarity Plug in Hybrid,4D Sedan,,"['Power Locks', 'Power Windows', 'Automated Cruise Control', 'Alloy Wheels', 'Power Mirrors', 'Rear View Camera', 'Apple CarPlay', 'Overhead Airbags', 'Satellite Radio Ready', 'Leatherette & Cloth', 'Bluetooth Technology', 'Air Conditioning', 'Side Airbags', 'Android Auto', 'Front Seat Heaters', 'Auxiliary Audio Input', 'Rear Defroster', 'ABS Brakes', 'Smart Key', 'Lane Departure Warning', 'AM/FM Stereo', 'Traction Control', 'Automatic Transmission', 'SiriusXM Trial Available']",Silver,Compact,"['Hybrids', 'Sedans']"
573,21624429,2018,Nissan,Frontier,4D Extended Cab,SV,"['AM/FM Stereo', 'Power Locks', 'Auxiliary Audio Input', 'Air Conditioning', 'Automatic Transmission', 'Cruise Control', 'Overhead Airbags', 'ABS Brakes', 'Rear View Camera', 'Running Boards', 'Bluetooth Technology', 'Power Windows', 'Cloth Seats', 'Traction Control', 'Bed Liner', 'Side Airbags', 'Satellite Radio Ready', 'CD Audio', 'Alloy Wheels', 'Power Mirrors', 'SiriusXM Trial Available']",Silver,Compact,['Pickup Trucks']
574,21418054,2019,Lexus,RX 450h,4D Sport Utility,,"['Power Windows', 'Power Locks', 'Sunroof(s)', 'AM/FM Stereo', 'Air Conditioning', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'Rear Defroster', 'Traction Control', 'ABS Brakes', '4WD/AWD', 'Navigation System', 'Leatherette Seats', 'Parking Sensors', '20 Inch Plus Wheels', 'Lane Departure Warning', 'Power Seat(s)', 'Heated Steering Wheel', 'Bluetooth Technology', 'Automated Cruise Control', 'A/C Seat(s)', 'Rear View Camera', 'Side Airbags', 'Overhead Airbags', 'Blind Spot Monitor', 'Smart Key', 'Power Hatch/Deck Lid', 'Front Seat Heaters', 'Power Mirrors', 'Automatic Transmission', 'Alloy Wheels', 'SiriusXM Trial Available', 'Premium Package', 'Memory Seat(s)']",White,Mid-size,"['Crossovers', 'Hybrids', 'Luxury Vehicles', 'Sport Utilities']"
575,21688008,2018,Volkswagen,Tiguan,4D Sport Utility,SE,"['AM/FM Stereo', 'CD Audio', 'Power Locks', 'Air Conditioning', 'Auxiliary Audio Input', 'Cruise Control', 'Power Windows', 'Third Row Seat', 'Automatic Transmission', 'Bluetooth Technology', 'Rear Defroster', 'Smart Key', 'Side Airbags', 'Rear View Camera', 'Fold-Away Third Row', 'Blind Spot Monitor', 'Front Seat Heaters', 'Apple CarPlay', 'Satellite Radio Ready', 'Overhead Airbags', 'ABS Brakes', 'Alloy Wheels', 'Leatherette Seats', 'Power Seat(s)', 'Power Mirrors', 'Traction Control', 'Turbo Charged Engine', 'SiriusXM Trial Available']",White,Compact,"['Luxury Vehicles', 'Sport Utilities']"
576,21624598,2017,Lexus,IS 200t,4D Sedan,,"['Power Locks', 'Sunroof(s)', 'Power Windows', 'Automated Cruise Control', 'Power Seat(s)', 'Auxiliary Audio Input', 'Leatherette Seats', 'Rear View Camera', 'Traction Control', 'Alloy Wheels', 'AM/FM Stereo', 'Satellite Radio Ready', 'Automatic Transmission', 'ABS Brakes', 'Power Mirrors', 'Air Conditioning', 'Lane Departure Warning', 'Bluetooth Technology', 'Side Airbags', 'Turbo Charged Engine', 'Overhead Airbags', 'Smart Key', 'Rear Defroster', 'CD Audio', 'SiriusXM Trial Available']",Gray,,['Sedans']
577,21515035,2018,Hyundai,Tucson,4D Sport Utility,SE,"['Power Locks', 'Auxiliary Audio Input', 'Power Windows', 'Automatic Transmission', 'Air Conditioning', 'AM/FM Stereo', 'Alloy Wheels', 'Cloth Seats', 'ABS Brakes', 'Rear Defroster', 'CD Audio', 'Cruise Control', 'Rear View Camera', 'Power Mirrors', 'Side Airbags', 'Traction Control', 'Overhead Airbags', 'Bluetooth Technology']",Black,Compact,"['Crossovers', 'Sport Utilities']"
578,21491146,2017,Honda,Civic,4D Sedan,LX,"['Auxiliary Audio Input', 'Power Locks', 'Cloth Seats', 'Power Mirrors', 'Cruise Control', 'ABS Brakes', 'Power Windows', 'Traction Control', 'Rear View Camera', 'Air Conditioning', 'Side Airbags', 'AM/FM Stereo', 'Bluetooth Technology', 'Automatic Transmission', 'Overhead Airbags', 'Rear Defroster']",Silver,Compact,['Sedans']
579,21703385,2017,Honda,Civic,4D Sedan,LX,"['Auxiliary Audio Input', 'Cruise Control', 'Air Conditioning', 'ABS Brakes', 'Traction Control', 'Cloth Seats', 'Rear View Camera', 'Side Airbags', 'Power Windows', 'Bluetooth Technology', 'Power Mirrors', 'AM/FM Stereo', 'Overhead Airbags', 'Automatic Transmission', 'Power Locks', 'Rear Defroster']",White,Compact,['Sedans']
580,21625312,2017,Toyota,Camry,4D Sedan,SE,"['Power Locks', 'Automatic Transmission', 'Rear Spoiler', 'Traction Control', 'Rear View Camera', 'Side Airbags', 'Power Seat(s)', 'Cruise Control', 'Power Windows', 'Auxiliary Audio Input', 'Alloy Wheels', 'AM/FM Stereo', 'Air Conditioning', 'Bluetooth Technology', 'CD Audio', 'Overhead Airbags', 'Entune', 'Power Mirrors', 'Leatherette & Cloth', 'Rear Defroster', 'ABS Brakes']",Blue,Mid-size,['Sedans']
581,21470377,2017,Infiniti,QX60,4D Sport Utility,,"['Power Windows', 'AM/FM Stereo', 'CD Audio', 'Auxiliary Audio Input', 'Power Locks', 'Cruise Control', 'Sunroof(s)', 'Rear View Camera', 'Premium Package', 'ABS Brakes', 'Traction Control', 'Third Row Seat', 'Memory Seat(s)', 'A/C Seat(s)', 'Rear Defroster', 'Fold-Away Third Row', 'Air Conditioning', 'Alloy Wheels', 'Leather Seats', 'Overhead Airbags', 'Side Airbags', 'Satellite Radio Ready', 'Automatic Transmission', 'Power Hatch/Deck Lid', 'Bluetooth Technology', 'Navigation System', 'Front Seat Heaters', 'Parking Sensors', 'Smart Key', 'Rear Air Conditioning', 'Power Seat(s)', 'Power Mirrors', 'SiriusXM Trial Available', 'Heated Steering Wheel', 'Full Roof Rack', 'Premium Sound']",Silver,Mid-size,"['Luxury Vehicles', 'Sport Utilities']"
